id	name	industries	founded_date	num_employees	website	about
tab32	tab32	Dental, Health Care, SaaS, Software	2012-12-12	101-250	https://www.tab32.com	We are a developing dental practice management platform 3.0 - reimagined with the patient first.
social-market-analytics	Context Analytics	Analytics, Big Data, Financial Services, Natural Language Processing, Social Media	2012-01-01	11-50	https://www.contextanalytics-ai.com	Context Analytics quantifies social media data and provides actionable market intelligence primarily to financial market investors.
aves-lair	Aves Lair	Analytics, Artificial Intelligence (AI), Big Data, Blockchain, Cloud Computing, Cloud Data Services, FinTech, Information Technology, Venture Capital	2020-01-01	11-50	https://aveslair.com/	Accelerator & VC, jumpstarting the new wave of tech in Web 3.0
zagster	Zagster	Last Mile Transportation, Public Transportation, Transportation	2007-11-01	101-250	http://www.zagster.com	Zagster is a transportation provider offering turnkey bike sharing systems.
beyond-barriers	Beyond Barriers	Career Planning, Lead Management, Marketing, Professional Services, Training	2022-01-01	1-10	https://www.gobeyondbarriers.com	Beyond Barriers is a career fitness platform that provides women leadership coaching, personal transformation, and community involvement.
caremerge	Caremerge	Elderly, Enterprise Software, Health Care, Software	2012-01-01	11-50	http://www.caremerge.com	Caremerge provides a set of web and mobile communication and care-coordination solutions for senior living communities.
stack-capital	Stack Capital	Business Development, Finance, Financial Services, Venture Capital	2021-01-01	1-10	https://www.stackcapitalgroup.com	Stack Capital Group offers long-term growth potential to innovative growth and late-stage private companies.
next-silicon	NextSilicon	Computer, Electronics, Hardware, Semiconductor	2017-01-01	251-500	http://www.nextsilicon.com	NextSilicon provides a new approach to HPC architecture that drives the industry forward by addressing key challenges in the industry.
champel-capital	Champel Capital	NULL	2017-07-01	11-50	https://champelcapital.com/	Champel Capital is a venture capital fund, investing in Israeli startups
veego	Veego	Artificial Intelligence (AI), Information Technology, Internet, SaaS	2018-01-01	11-50	https://www.veego.io/	Perfecting the internet user experience in every connected home.
asian-institute-of-management	Asian Institute of Management	Education	1968-01-01	NULL	http://www.aim.edu	AIM is the Asian pioneer in international management education.
point-4	Point	Financial Services, FinTech, Real Estate, Real Estate Investment	2015-01-01	101-250	https://point.com	Point is a home equity platform that allows homeowners to convert a portion of their home equity into cash without taking on a loan.
monogoto	Monogoto	Developer APIs, Developer Tools, IaaS, Internet of Things, Telecommunications	2018-01-01	11-50	https://monogoto.io/	Monogoto is an API-driven cellular infrastructure-as-a-service enabling IoT connectivity and private LTE/5G networks
cemvita-factory-inc	Cemvita	Biotechnology, Energy, Life Science, Manufacturing, Mining Technology	2017-08-08	11-50	https://www.cemvita.com	Cemvita uses synthetic biology to develop solutions inspired by nature, aiming to facilitate the transition towards sustainable energy.
insurights	Healthee	Artificial Intelligence (AI), Fitness, Health Care, InsurTech, Medical	2018-12-17	51-100	https://healthee.co	Healthee is an AI-driven benefits administration technology that provides customized responses to employee health benefits questions.
off-the-chain-capital	Off the Chain Capital	Financial Services, FinTech, Management Consulting	2016-12-13	NULL	http://offthechain.capital	A cryptocurrency and blockchain based assets investment fund.
ifeel	ifeel	Health Care	2017-01-01	251-500	https://ifeelonline.com/en/	ifeel is the all-in-one emotional well-being platform for organisations and individuals.
hexagon-bio	Hexagon Bio	Biotechnology, Health Care, Therapeutics	2016-01-01	51-100	http://www.hexagonbio.com	Hexagon Bio is a data-driven biotech company developing targeted small molecule therapeutics.
eye-e4c4	Eye Security	Consulting, Cyber Security, InsurTech, Network Security	2020-01-01	51-100	https://eye.security	Eye Security is a cybersecurity and InsurTech firm that provides cybersecurity measures for SMEs.
rcco-3090	RCCo	Advertising, Digital Marketing, SEO	1980-01-01	11-50	http://www.rc-co.com	RCCo offers branding, graphic design, social media, Hispanic, and digital marketing services.
neogeo-75a1	NeoGeo	Information Technology, Software	1988-01-01	11-50	https://neogeo.com/	NeoGeo New Media GmbH develops customized software solutions since 1996 with a focus on Microsoft technology.
lendsmart-fc15	Attune	FinTech, Software	2019-01-01	11-50	https://getattune.com	Attune is a financial technology company providing end-to-end digital solutions for lending and home buying.
wide-eye-security-systems-llc	Wide Eye Security Systems LLC	NULL	NULL	NULL	NULL	Business
zapping-tv	Zapping TV	Broadcasting, Media and Entertainment, TV	2018-01-01	11-50	https://www.zappingtv.com	Zapping TV is a live tv service in Latin America. +80 live tv channels for $15/month
nuance-hearing	Nuance hearing	Assistive Technology, Audio, Consumer Electronics, EdTech, Electronics	2015-11-01	11-50	https://www.nuancehear.com	Nuance Hearing develops products that help people understand speech, converse effortlessly, and focus in noisy environments.
phynd-technology	Phynd Technologies	Data Management, Enterprise Software, Health Care, Medical, Software	2012-01-01	11-50	https://www.phynd.com	Phynd Technologies is a provider of data management and provider search solutions.
santa-clara-university	Santa Clara University	Education, Higher Education, Universities	1851-01-01	NULL	http://scu.edu	Jesuit University in Silicon Valley
sublime-skinz	Sublime	Advertising, Advertising Platforms, CRM, Information Technology, Internet, Marketplace, Mobile	2012-12-21	101-250	http://sublime.xyz	Sublime is a global high-impact advertising marketplace that creates and delivers premium ad experiences.
crossbeam-venture-partners	Crossbeam Venture Partners	E-Commerce Platforms, FinTech, Health Care, PropTech, SaaS, Social Media, Software	2020-01-01	11-50	https://crossbeam.vc	Crossbeam focuses on early-stage startups that operate in new internet-based economies, financial services, or novel asset classes.
impact-master-holdings	Impact Master Holdings	NULL	NULL	NULL	https://theimpacttrust.com/	At intersection of technology, economic development and inclusion, social innovation, digital finance, sustainability and financial services
decentra	DecentraNet	Bitcoin, Blockchain, Consulting, Cryptocurrency, Financial Services, Impact Investing, Management Consulting, Social Impact, Wellness	2017-01-01	1-10	https://decentranet.com/	DecentraNet is an investment firm that provides expert advice to entrepreneurs in the marketing and financial sectors.
fan-controlled-football	Fan Controlled Football	American Football, Basketball, Blockchain, Cryptocurrency, Sports, Video Games	2015-01-01	11-50	https://www.fcf.io/	Fan Controlled Football is the first fan-run professional sports league.
td-cowen	TD Cowen	Advice, Banking, Finance, Financial Services, Venture Capital	2001-01-01	51-100	https://www.cowen.eu	TD Cowen is a corporate and investment bank that offers integrated capital markets products and services.
university-of-surrey	University of Surrey	Education, Higher Education, Universities	1966-09-09	1001-5000	https://www.surrey.ac.uk/	The University of Surrey is located on a beautiful, leafy campus in Guildford.
onebeat-israel	Onebeat	E-Commerce, Information Technology, Retail Technology, Software, Supply Chain Management	2018-01-01	51-100	http://1beat.com/	Onebeat helps retailers, wholesalers, and brands achieve results through operational optimization.
iqpc-2	IQPC	Business Development, Business Information Systems, Business Intelligence, Event Management, Events	1973-01-01	5001-10000	http://www.iqpc.com	IQPC provides business executives around the world with tailored practical conferences, large scale events, topical seminars
vertical-finance	Vertical Finance	Financial Services	2019-04-02	1-10	https://verticalfinance.com	Modern rewards, loyalty, and payments
pragmatic-marketing	Pragmatic Institute	Training	1993-01-01	11-50	https://pragmaticmarketing.com/	Pragmatic Institute provides product and data science training and education across the globe.
automated-data-inc	Automated Data Inc	Software	2023-01-17	1-10	https://www.automated-data.io/	Data Matching & Mastering
workiz	Workiz	CRM, Enterprise Software, Recruiting, SaaS, Small and Medium Businesses	2015-06-01	101-250	https://workiz.com	Workiz is the leading platform for field service teams, trusted by over 110,000 pros.
mindmancer	Irisity AB (publ)	Analytics, Artificial Intelligence (AI), Machine Learning, Physical Security, Security, Software	2006-01-01	51-100	http://www.irisity.com/	Irisity AB (publ) world-leading video analytics company
first-trust-capital-partners	First Trust Capital Partners	Financial Services, FinTech, Venture Capital	2005-01-01	1-10	https://ftcapitalpartners.com/	First Trust Capital Partners is an investment firm that focuses on financial, healthcare, technology, and business services sectors.
exe-engineering-d865	EXE Engineering	Biomass Energy, Energy, Energy Management, Environmental Engineering, Industrial Automation, Internet of Things, Mechanical Engineering, Oil and Gas, Renewable Energy, Waste Management	2019-04-24	1-10	https://exe-engineering.com	Engineering company specialized in optimizing Landfill Gas extraction
deviantart	DeviantArt	Art, Communities, E-Commerce, Internet, Music, News, Photography, Social Media	2000-08-07	101-250	http://deviantart.com	DeviantArt is an online art gallery and community creating the cultural context for how art is created, discovered, and shared.
hungrypanda	HungryPanda	NULL	2017-01-01	1001-5000	http://www.hungrypanda.co	HungryPanda is a food delivery platform that offers authentic Asian cuisine, catering primarily to Chinese communities living abroad.
